gene,oe_lof,oe_lof_lower,oe_lof_upper,oe_lof_upper_rank,pLI
SIK2,0.14725,0.083,0.277,2035.0,0.99651
FAM196B,0.058514,0.02,0.278,2036.0,0.98467
TESK1,0.10768,0.048,0.278,2037.0,0.99255
CTBP1,0.058665,0.02,0.278,2038.0,0.98442
AGFG1,0.10739,0.048,0.278,2039.0,0.99276
SART3,0.15948,0.095,0.278,2040.0,0.99661
PSMA3,0.058546,0.02,0.278,2041.0,0.98462
SLC39A10,0.10747,0.048,0.278,2042.0,0.9927
ATP6V0B,0.0,0.0,0.278,2043.0,0.96895
SSH2,0.16386,0.1,0.278,2044.0,0.99684
FOXJ1,0.0,0.0,0.278,2045.0,0.96901
ZNF710,0.088245,0.035,0.278,2046.0,0.99003
FYN,0.12166,0.059,0.278,2047.0,0.99406
CNP,0.058882,0.02,0.279,2048.0,0.98405
PACS2,0.14875,0.084,0.279,2049.0,0.99583
RAPGEF6,0.17869,0.117,0.279,2050.0,0.99644
CLCN5,0.10787,0.048,0.279,2051.0,0.99242
PIK3C2B,0.18114,0.12,0.279,2052.0,0.99651
ARNT,0.14879,0.084,0.279,2053.0,0.99581
TLN2,0.20126,0.147,0.279,2054.0,0.99231
NRIP1,0.12186,0.059,0.279,2055.0,0.99394
RYR3,0.22328,0.179,0.279,2056.0,0.70566
KCND3,0.088568,0.035,0.279,2057.0,0.98972
LRCH1,0.14133,0.076,0.279,2058.0,0.99552
PTPN4,0.16431,0.1,0.279,2059.0,0.99663
ZNF182,0.058883,0.02,0.279,2060.0,0.98405
ASB7,0.058946,0.02,0.28,2061.0,0.98395
YEATS2,0.17591,0.114,0.28,2062.0,0.99639
STRN4,0.12216,0.059,0.28,2063.0,0.99376
CUL9,0.20057,0.145,0.28,2064.0,0.99191
NAA15,0.14885,0.084,0.28,2065.0,0.99578
DCAF8,0.14193,0.077,0.28,2066.0,0.99521
EML1,0.15494,0.09,0.28,2067.0,0.99608
RBBP7,0.058953,0.02,0.28,2068.0,0.98393
FLI1,0.088891,0.035,0.28,2069.0,0.9894
TMEM185B,0.0,0.0,0.28,2070.0,0.96815
ADAM17,0.1418,0.077,0.28,2071.0,0.99528
DENND4A,0.18153,0.12,0.28,2072.0,0.99627
IVNS1ABP,0.13349,0.069,0.281,2073.0,0.99442
FIGN,0.089124,0.035,0.281,2074.0,0.98917
MICAL3,0.18752,0.127,0.281,2075.0,0.99499
CRMP1,0.10879,0.049,0.281,2076.0,0.99173
AHCYL1,0.13371,0.069,0.281,2077.0,0.99429
KCNA4,0.059336,0.02,0.281,2078.0,0.98327
TBX3,0.089223,0.035,0.281,2079.0,0.98907
SLC1A3,0.089157,0.035,0.281,2080.0,0.98914
EHD1,0.059254,0.02,0.281,2081.0,0.98342
PLCG2,0.18249,0.121,0.281,2082.0,0.99562
CDK6,0.059407,0.02,0.282,2083.0,0.98315
COL12A1,0.21059,0.159,0.282,2084.0,0.97361
USP10,0.13401,0.069,0.282,2085.0,0.99411
BCL11B,0.089479,0.036,0.282,2086.0,0.98881
DBF4,0.12338,0.06,0.282,2087.0,0.99296
MFN2,0.13395,0.069,0.282,2088.0,0.99415
RIBC1,0.059491,0.02,0.282,2089.0,0.983
PLS3,0.089829,0.036,0.283,2090.0,0.98844
ARIH2,0.1346,0.069,0.283,2091.0,0.99374
PYGO2,0.0,0.0,0.283,2092.0,0.96676
DCC,0.18387,0.122,0.283,2093.0,0.99448
CDC42BPA,0.19108,0.131,0.283,2094.0,0.99309
LASP1,0.05966,0.02,0.283,2095.0,0.9827
DIAPH2,0.14331,0.077,0.283,2096.0,0.99443
SP4,0.12349,0.06,0.283,2097.0,0.99288
KIAA1429,0.18398,0.122,0.283,2098.0,0.99438
FZD5,0.059745,0.02,0.283,2099.0,0.98255
SHE,0.08977,0.036,0.283,2100.0,0.9885
RND3,0.0,0.0,0.283,2101.0,0.96682
ATF2,0.10931,0.049,0.283,2102.0,0.99131
DDX1,0.15116,0.085,0.284,2103.0,0.99449
LEPR,0.16287,0.097,0.284,2104.0,0.99475
CLUH,0.16761,0.102,0.284,2105.0,0.99474
PPP6R3,0.15715,0.091,0.284,2106.0,0.99487
ST18,0.15758,0.091,0.284,2107.0,0.99459
RPL18,0.0,0.0,0.284,2108.0,0.96644
MAP4K5,0.15743,0.091,0.284,2109.0,0.99469
RAC2,0.0,0.0,0.284,2110.0,0.96627
PSMA1,0.059768,0.02,0.284,2111.0,0.98251
PSMA2,0.059859,0.02,0.284,2112.0,0.98234
PTP4A2,0.0,0.0,0.284,2113.0,0.96626
PTCHD1,0.059913,0.02,0.284,2114.0,0.98224
AMD1,0.059898,0.02,0.284,2115.0,0.98227
AF196779.12,0.0,0.0,0.284,2116.0,0.96638
BRINP1,0.12401,0.06,0.284,2117.0,0.99251
PUM2,0.16262,0.097,0.284,2118.0,0.99492
ERBB2IP,0.17612,0.112,0.285,2119.0,0.99402
PLXNB2,0.18991,0.129,0.285,2120.0,0.99234
TSHZ3,0.11024,0.049,0.285,2121.0,0.99053
PSAP,0.11027,0.049,0.285,2122.0,0.99051
SP8,0.0,0.0,0.285,2123.0,0.9658
CBX4,0.060071,0.02,0.285,2124.0,0.98196
C9orf172,0.090446,0.036,0.285,2125.0,0.98777
CHUK,0.15187,0.085,0.285,2126.0,0.99403
GRM4,0.1356,0.07,0.285,2127.0,0.99307
DPF1,0.11029,0.049,0.285,2128.0,0.99049
GTF3C2,0.16808,0.103,0.285,2129.0,0.9944
RAB11FIP4,0.12471,0.06,0.285,2130.0,0.99199
E2F7,0.13546,0.07,0.285,2131.0,0.99317
NISCH,0.16805,0.103,0.285,2132.0,0.99443
ZCCHC2,0.14435,0.078,0.285,2133.0,0.99376
EIF5,0.090621,0.036,0.285,2134.0,0.98758
RIMS1,0.19453,0.135,0.285,2135.0,0.9902
SENP1,0.14462,0.078,0.285,2136.0,0.99358
GRIK5,0.15154,0.085,0.285,2137.0,0.99425
IRAK1,0.090473,0.036,0.285,2138.0,0.98774
KIF5B,0.16827,0.103,0.285,2139.0,0.99427
ZFP36L2,0.0,0.0,0.285,2140.0,0.966
GALNT13,0.11009,0.049,0.285,2141.0,0.99066
LOX,0.090525,0.036,0.285,2142.0,0.98769
PAK3,0.09099,0.036,0.286,2143.0,0.98716
IRS2,0.11048,0.049,0.286,2144.0,0.99032
PHF3,0.1857,0.123,0.286,2145.0,0.99256
PTPRZ1,0.19314,0.133,0.286,2146.0,0.98997
IKZF2,0.090858,0.036,0.286,2147.0,0.98731
REST,0.12488,0.061,0.286,2148.0,0.99186
UBE2D2,0.0,0.0,0.286,2149.0,0.96547
ARRDC3,0.091003,0.036,0.286,2150.0,0.98715
DLG1,0.1687,0.103,0.286,2151.0,0.99393
TMEM201,0.1108,0.049,0.286,2152.0,0.99004
CTPS1,0.13626,0.07,0.287,2153.0,0.99259
MEF2A,0.091078,0.036,0.287,2154.0,0.98706
MYO18A,0.19731,0.138,0.287,2155.0,0.98723
DDX3Y,0.0,0.0,0.287,2156.0,0.96494
KCNJ4,0.0,0.0,0.287,2157.0,0.9649
DLGAP4,0.13641,0.07,0.287,2158.0,0.99248
KIF3C,0.12531,0.061,0.287,2159.0,0.99153
SYT2,0.060409,0.02,0.287,2160.0,0.98133
UBE2I,0.0,0.0,0.287,2161.0,0.96496
TNRC18,0.18902,0.127,0.287,2162.0,0.99093
SIPA1L2,0.18367,0.12,0.287,2163.0,0.99215
RC3H1,0.17713,0.113,0.287,2164.0,0.99309
PITPNB,0.060582,0.021,0.287,2165.0,0.981
ATP6V1B2,0.12529,0.061,0.287,2166.0,0.99154
RAPGEF4,0.17801,0.113,0.288,2167.0,0.99218
KLF12,0.060757,0.021,0.288,2168.0,0.98067
TOP2A,0.18699,0.124,0.288,2169.0,0.99086
SFRP1,0.0,0.0,0.288,2170.0,0.96457
LHX9,0.060782,0.021,0.288,2171.0,0.98062
FBXL3,0.060738,0.021,0.288,2172.0,0.9807
BAZ2B,0.20148,0.143,0.288,2173.0,0.98162
EPB41L2,0.15954,0.093,0.288,2174.0,0.99318
GK,0.11153,0.05,0.288,2175.0,0.98937
FAM60A,0.0,0.0,0.288,2176.0,0.96459
FMNL2,0.16495,0.098,0.288,2177.0,0.9932
ULK1,0.15954,0.093,0.288,2178.0,0.99318
MLLT1,0.091398,0.036,0.288,2179.0,0.98669
NSDHL,0.0,0.0,0.289,2180.0,0.96393
RYK,0.11168,0.05,0.289,2181.0,0.98922
CACNG8,0.0,0.0,0.289,2182.0,0.9638
CDC23,0.13736,0.071,0.289,2183.0,0.99175
CXorf22,0.11185,0.05,0.289,2184.0,0.98906
HNRNPF,0.0,0.0,0.289,2185.0,0.96415
C16orf72,0.060847,0.021,0.289,2186.0,0.98049
CNTNAP5,0.17846,0.113,0.289,2187.0,0.99167
DHX37,0.17032,0.104,0.289,2188.0,0.99252
YWHAG,0.0,0.0,0.289,2189.0,0.964
ZBTB10,0.12633,0.061,0.289,2190.0,0.99067
CMTR1,0.16034,0.093,0.289,2191.0,0.99252
NRK,0.16549,0.099,0.289,2192.0,0.99274
NF1,0.21503,0.161,0.29,2193.0,0.90175
TFE3,0.061175,0.021,0.29,2194.0,0.97985
PDPK1,0.061032,0.021,0.29,2195.0,0.98013
CDH2,0.14706,0.08,0.29,2196.0,0.99171
DENND4B,0.17903,0.114,0.29,2197.0,0.99098
IKBKB,0.16637,0.099,0.29,2198.0,0.99192
UBE2E2,0.0,0.0,0.29,2199.0,0.96378
CYP26B1,0.061167,0.021,0.29,2200.0,0.97987
AHCYL2,0.13793,0.071,0.29,2201.0,0.99127
MAP7D1,0.14672,0.079,0.29,2202.0,0.99199
FST,0.061028,0.021,0.29,2203.0,0.98014
MCL1,0.0,0.0,0.29,2204.0,0.96349
ARNT2,0.14739,0.08,0.291,2205.0,0.99142
LDB1,0.092545,0.037,0.291,2206.0,0.98529
DNAJC7,0.12701,0.062,0.291,2207.0,0.99007
ZZEF1,0.21798,0.164,0.291,2208.0,0.83468
SLC6A6,0.12723,0.062,0.291,2209.0,0.98987
GMEB1,0.092389,0.037,0.291,2210.0,0.98549
SLC40A1,0.11256,0.05,0.291,2211.0,0.98835
GTF2H1,0.12728,0.062,0.291,2212.0,0.98982
RAB3GAP2,0.19133,0.129,0.291,2213.0,0.98674
AR,0.11254,0.05,0.291,2214.0,0.98837
SRSF3,0.0,0.0,0.291,2215.0,0.96323
RCOR3,0.1129,0.05,0.292,2216.0,0.988
ZNF331,0.061468,0.021,0.292,2217.0,0.97927
GNAZ,0.0,0.0,0.292,2218.0,0.96272
IGFBP5,0.0,0.0,0.292,2219.0,0.96283
FAM50A,0.061537,0.021,0.292,2220.0,0.97913
RBM47,0.092829,0.037,0.292,2221.0,0.98493
CREB3L1,0.092863,0.037,0.292,2222.0,0.98488
PGD,0.11301,0.05,0.292,2223.0,0.98788
UPF3B,0.092796,0.037,0.292,2224.0,0.98497
DNAJC2,0.14784,0.08,0.292,2225.0,0.99102
BEND4,0.092898,0.037,0.292,2226.0,0.98484
GATA2,0.061466,0.021,0.292,2227.0,0.97927
SPATA2,0.061655,0.021,0.292,2228.0,0.97889
TUBB,0.061654,0.021,0.292,2229.0,0.97889
TSPAN14,0.061563,0.021,0.292,2230.0,0.97908
RAI14,0.16174,0.094,0.292,2231.0,0.99122
SCML1,0.0,0.0,0.292,2232.0,0.96276
PPM1E,0.11329,0.051,0.293,2233.0,0.98758
DLX1,0.0,0.0,0.293,2234.0,0.96232
STIM2,0.14829,0.08,0.293,2235.0,0.9906
PPEF1,0.11356,0.051,0.293,2236.0,0.9873
EEF1A1,0.061783,0.021,0.293,2237.0,0.97863
TRIM3,0.12783,0.062,0.293,2238.0,0.9893
STX1A,0.061846,0.021,0.293,2239.0,0.9785
ARHGEF17,0.1904,0.126,0.293,2240.0,0.98445
ERN1,0.16265,0.094,0.293,2241.0,0.99027
FAM160A2,0.14868,0.08,0.293,2242.0,0.99023
RPL9,0.0,0.0,0.293,2243.0,0.96197
SPEG,0.21218,0.155,0.293,2244.0,0.92315
FBXO3,0.12797,0.062,0.293,2245.0,0.98916
SATB1,0.14839,0.08,0.293,2246.0,0.99051
PPP2R2B,0.093025,0.037,0.293,2247.0,0.98467
TERT,0.15615,0.088,0.293,2248.0,0.99046
PRLR,0.11354,0.051,0.293,2249.0,0.98732
KAT2B,0.16312,0.095,0.294,2250.0,0.98975
MLXIP,0.14004,0.072,0.294,2251.0,0.98932
AKAP13,0.21068,0.153,0.294,2252.0,0.92909
PHF21B,0.11392,0.051,0.294,2253.0,0.98689
IL1RAPL2,0.093351,0.037,0.294,2254.0,0.98424
ERC2,0.16872,0.101,0.294,2255.0,0.98931
ZNRF3,0.1283,0.062,0.294,2256.0,0.98884
ATP13A1,0.1731,0.106,0.294,2257.0,0.98939
IKZF3,0.093413,0.037,0.294,2258.0,0.98416
UVRAG,0.13993,0.072,0.294,2259.0,0.98942
OPA1,0.18487,0.119,0.294,2260.0,0.98636
MYO5A,0.20811,0.149,0.295,2261.0,0.944
RBM20,0.15701,0.088,0.295,2262.0,0.98954
CDH8,0.12905,0.063,0.295,2263.0,0.98806
KIAA1549,0.18223,0.116,0.295,2264.0,0.98607
LARGE,0.14955,0.081,0.295,2265.0,0.98934
MAP4K1,0.16883,0.101,0.295,2266.0,0.98919
RGS19,0.0,0.0,0.295,2267.0,0.96134
ATG5,0.062288,0.021,0.295,2268.0,0.97758
GOLGA2,0.17814,0.111,0.295,2269.0,0.98756
HNRNPC,0.062219,0.021,0.295,2270.0,0.97772
PURG,0.0,0.0,0.295,2271.0,0.961
RPS6KA6,0.11427,0.051,0.295,2272.0,0.9865
KCNV1,0.062106,0.021,0.295,2273.0,0.97796
SEC61A1,0.11405,0.051,0.295,2274.0,0.98675
TSC22D4,0.0,0.0,0.296,2275.0,0.96057
STAT6,0.16417,0.095,0.296,2276.0,0.98849
FBXO22,0.062346,0.021,0.296,2277.0,0.97746
ELF3,0.094091,0.037,0.296,2278.0,0.98323
NDEL1,0.093891,0.037,0.296,2279.0,0.98351
PIGA,0.0,0.0,0.296,2280.0,0.96072
SH3PXD2A,0.16378,0.095,0.296,2281.0,0.98897
PPAT,0.11465,0.051,0.296,2282.0,0.98606
AP3D1,0.17879,0.112,0.296,2283.0,0.98648
BCR,0.17437,0.107,0.296,2284.0,0.98761
PLCB1,0.1863,0.12,0.296,2285.0,0.98337
KCMF1,0.062473,0.021,0.296,2286.0,0.97719
RPL11,0.0,0.0,0.296,2287.0,0.96088
SETX,0.20527,0.145,0.296,2288.0,0.95483
ZNF532,0.14991,0.081,0.296,2289.0,0.98896
ADD1,0.14101,0.073,0.296,2290.0,0.9883
EFNA5,0.0,0.0,0.296,2291.0,0.96051
NUP188,0.20437,0.143,0.297,2292.0,0.95428
SCAMP1,0.062562,0.021,0.297,2293.0,0.977
SLC38A5,0.062672,0.021,0.297,2294.0,0.97676
RTN4RL1,0.0,0.0,0.297,2295.0,0.96024
SYNPO,0.11493,0.051,0.297,2296.0,0.98573
CSNK2A1,0.12992,0.063,0.297,2297.0,0.98711
SEC62,0.094293,0.038,0.297,2298.0,0.98295
C18orf8,0.15815,0.089,0.297,2299.0,0.98823
CYP46A1,0.1151,0.051,0.297,2300.0,0.98552
RTN1,0.11476,0.051,0.297,2301.0,0.98593
HDAC8,0.062526,0.021,0.297,2302.0,0.97707
TBX22,0.062543,0.021,0.297,2303.0,0.97704
LATS2,0.14121,0.073,0.297,2304.0,0.98807
C2CD2L,0.12986,0.063,0.297,2305.0,0.98718
PWWP2A,0.094313,0.038,0.297,2306.0,0.98292
GDF11,0.062815,0.021,0.298,2307.0,0.97645
PSMD14,0.062736,0.021,0.298,2308.0,0.97662
HSF5,0.094583,0.038,0.298,2309.0,0.98254
SEPHS1,0.062851,0.021,0.298,2310.0,0.97637
DPP9,0.16523,0.096,0.298,2311.0,0.98708
C7orf26,0.062804,0.021,0.298,2312.0,0.97647
H2AFY2,0.062859,0.021,0.298,2313.0,0.97635
SF3A1,0.15116,0.082,0.298,2314.0,0.98752
CALCRL,0.11528,0.052,0.298,2315.0,0.9853
ARF4,0.0,0.0,0.298,2316.0,0.95992
CNBP,0.0,0.0,0.298,2317.0,0.95994
ZBTB34,0.062757,0.021,0.298,2318.0,0.97657
CSMD3,0.23364,0.183,0.299,2319.0,0.057105
GON4L,0.20367,0.141,0.299,2320.0,0.9515
SMG6,0.18433,0.117,0.299,2321.0,0.98164
SRSF7,0.094935,0.038,0.299,2322.0,0.98203
ETV3,0.063039,0.021,0.299,2323.0,0.97596
KIAA1239,0.17656,0.108,0.299,2324.0,0.98388
FAR1,0.1155,0.052,0.299,2325.0,0.98504
SLC4A2,0.17155,0.102,0.299,2326.0,0.98521
RTN4R,0.0,0.0,0.3,2327.0,0.95882
NRP1,0.16608,0.096,0.3,2328.0,0.98584
FOSB,0.063229,0.021,0.3,2329.0,0.97553
REXO1,0.15205,0.082,0.3,2330.0,0.9864
RELL1,0.0,0.0,0.3,2331.0,0.95869
PTGER4,0.063242,0.021,0.3,2332.0,0.9755
HP1BP3,0.11615,0.052,0.3,2333.0,0.98422
MALT1,0.15196,0.082,0.3,2334.0,0.98651
BAHD1,0.13131,0.064,0.3,2335.0,0.98547
PPP2R5B,0.11619,0.052,0.3,2336.0,0.98416
AKAP11,0.18545,0.118,0.3,2337.0,0.97878
EOMES,0.11598,0.052,0.3,2338.0,0.98443
RRAGC,0.063299,0.022,0.3,2339.0,0.97538
PSMB5,0.0,0.0,0.3,2340.0,0.95893
ANTXR1,0.14272,0.074,0.3,2341.0,0.98631
SRF,0.063266,0.021,0.3,2342.0,0.97545
REPS1,0.16049,0.09,0.301,2343.0,0.98506
TOPAZ1,0.18593,0.118,0.301,2344.0,0.97746
SND1,0.17744,0.108,0.301,2345.0,0.98213
ILKAP,0.095521,0.038,0.301,2346.0,0.98116
DAG1,0.095513,0.038,0.301,2347.0,0.98117
PIAS3,0.13169,0.064,0.301,2348.0,0.98499
ZNF24,0.095534,0.038,0.301,2349.0,0.98114
CCT7,0.1166,0.052,0.301,2350.0,0.98362
CPEB4,0.14332,0.074,0.301,2351.0,0.98555
SKIL,0.13158,0.064,0.301,2352.0,0.98512
DOCK4,0.21563,0.156,0.301,2353.0,0.82562
ELL,0.13134,0.064,0.301,2354.0,0.98542
KLHL29,0.13142,0.064,0.301,2355.0,0.98532
CTC-432M15.3,0.19791,0.133,0.301,2356.0,0.96338
GNAQ,0.095822,0.038,0.302,2357.0,0.98069
IRX5,0.0636,0.022,0.302,2358.0,0.9747
KIAA0922,0.19856,0.133,0.302,2359.0,0.95975
SNX2,0.13198,0.064,0.302,2360.0,0.98462
HSPA12A,0.13218,0.064,0.302,2361.0,0.98436
CYFIP1,0.19334,0.127,0.302,2362.0,0.96816
TWF2,0.095919,0.038,0.302,2363.0,0.98055
MPRIP,0.17807,0.109,0.302,2364.0,0.98078
FOXF1,0.0,0.0,0.302,2365.0,0.95792
MAP3K3,0.15283,0.083,0.302,2366.0,0.98535
LPGAT1,0.096009,0.038,0.302,2367.0,0.98041
FAM171A1,0.14352,0.074,0.302,2368.0,0.98528
PRPF31,0.11697,0.052,0.302,2369.0,0.98313
DYNC1LI2,0.11672,0.052,0.302,2370.0,0.98346
ABHD17C,0.0,0.0,0.302,2371.0,0.95762
CHMP4B,0.0,0.0,0.302,2372.0,0.95771
NCAPG2,0.18286,0.114,0.303,2373.0,0.97764
EGLN1,0.063889,0.022,0.303,2374.0,0.97403
RS1,0.0,0.0,0.303,2375.0,0.95743
CS,0.13243,0.064,0.303,2376.0,0.98402
UBQLN4,0.11741,0.052,0.303,2377.0,0.98252
PCGF5,0.096221,0.038,0.303,2378.0,0.98007
CSTF3,0.16793,0.098,0.303,2379.0,0.98279
GGT7,0.13249,0.064,0.303,2380.0,0.98393
SEL1L,0.16818,0.098,0.303,2381.0,0.98233
PRMT8,0.096123,0.038,0.303,2382.0,0.98023
PDZRN3,0.14395,0.074,0.303,2383.0,0.98471
SUCO,0.18689,0.119,0.303,2384.0,0.97455
PPP2R1A,0.13253,0.064,0.303,2385.0,0.98389
GAB2,0.13299,0.065,0.304,2386.0,0.98325
GLRA2,0.064186,0.022,0.304,2387.0,0.97334
MID1,0.096476,0.038,0.304,2388.0,0.97967
PSMB3,0.0,0.0,0.304,2389.0,0.95656
EEA1,0.20505,0.141,0.304,2390.0,0.92875
MYO9A,0.22436,0.167,0.304,2391.0,0.48923
MYT1,0.17928,0.11,0.304,2392.0,0.97791
PPP6R1,0.16187,0.091,0.304,2393.0,0.98287
SPRTN,0.064101,0.022,0.304,2394.0,0.97354
TIAM1,0.19747,0.131,0.304,2395.0,0.95662
WDFY4,0.22714,0.171,0.304,2396.0,0.34009
GLTSCR1,0.14482,0.075,0.304,2397.0,0.98349
PANK4,0.15426,0.083,0.304,2398.0,0.98325
TLR7,0.096816,0.039,0.305,2399.0,0.97912
MYH11,0.2169,0.156,0.305,2400.0,0.77299
RAPGEF5,0.16888,0.098,0.305,2401.0,0.98099
ANKRD50,0.17464,0.104,0.305,2402.0,0.9792
BICD2,0.13337,0.065,0.305,2403.0,0.98272
FGF17,0.0,0.0,0.305,2404.0,0.95609
ANAPC1,0.2007,0.135,0.305,2405.0,0.94532
RFC1,0.18443,0.115,0.305,2406.0,0.97305
MET,0.18822,0.12,0.305,2407.0,0.96998
ZNF711,0.096964,0.039,0.305,2408.0,0.97887
SENP2,0.15466,0.084,0.305,2409.0,0.98262
KIT,0.16894,0.098,0.305,2410.0,0.98087
SMS,0.064342,0.022,0.305,2411.0,0.97297
CDC34,0.0,0.0,0.305,2412.0,0.95625
C3,0.20804,0.144,0.305,2413.0,0.90421
CNOT10,0.16241,0.091,0.305,2414.0,0.98194
ATXN1L,0.096904,0.039,0.305,2415.0,0.97897
NR6A1,0.11799,0.053,0.305,2416.0,0.98169
KLHL10,0.09718,0.039,0.306,2417.0,0.97852
VDAC1,0.064472,0.022,0.306,2418.0,0.97266
LRRC4C,0.064608,0.022,0.306,2419.0,0.97233
IGF1R,0.18874,0.12,0.306,2420.0,0.96799
ITGB1,0.15499,0.084,0.306,2421.0,0.98208
COL11A2,0.21915,0.159,0.306,2422.0,0.70197
GABRB1,0.11835,0.053,0.306,2423.0,0.98116
ADCY9,0.16965,0.099,0.306,2424.0,0.97943
KCNQ5,0.16932,0.098,0.306,2425.0,0.98011
INPP5D,0.18476,0.115,0.306,2426.0,0.97198
FOXP4,0.14554,0.075,0.306,2427.0,0.98242
RP2,0.0,0.0,0.306,2428.0,0.95597
ACSL4,0.11844,0.053,0.306,2429.0,0.98103
PARD3,0.19581,0.128,0.306,2430.0,0.95577
SS18L1,0.13366,0.065,0.306,2431.0,0.98229
INF2,0.18091,0.111,0.307,2432.0,0.97346
KCNK9,0.0,0.0,0.307,2433.0,0.95519
SEMA3A,0.17036,0.099,0.307,2434.0,0.9779
AGPAT1,0.064685,0.022,0.307,2435.0,0.97215
HOXA13,0.0,0.0,0.307,2436.0,0.9551
TSHZ2,0.14619,0.075,0.307,2437.0,0.9814
RPL8,0.0,0.0,0.307,2438.0,0.95531
TDRD5,0.18124,0.111,0.307,2439.0,0.97247
DRD1,0.0,0.0,0.307,2440.0,0.9555
LYST,0.23864,0.186,0.307,2441.0,0.015026
UNC80,0.23527,0.181,0.307,2442.0,0.052307
NAF1,0.097532,0.039,0.307,2443.0,0.97793
PDE4A,0.14602,0.075,0.307,2444.0,0.98167
MITF,0.1344,0.065,0.308,2445.0,0.98119
CENPE,0.22924,0.172,0.308,2446.0,0.24146
INPP5A,0.13439,0.065,0.308,2447.0,0.98121
AHNAK,0.20751,0.142,0.308,2448.0,0.89827
ATL1,0.14639,0.076,0.308,2449.0,0.98109
C16orf70,0.13481,0.065,0.308,2450.0,0.98056
SPDEF,0.064835,0.022,0.308,2451.0,0.97178
NKTR,0.19983,0.133,0.308,2452.0,0.94032
CLSTN1,0.17051,0.099,0.308,2453.0,0.97757
SCN5A,0.20533,0.14,0.308,2454.0,0.91291
GRIN1,0.17106,0.099,0.309,2455.0,0.97629
HSPE1-MOB4,0.065194,0.022,0.309,2456.0,0.9709
MCM6,0.1643,0.092,0.309,2457.0,0.97833
SNPH,0.065226,0.022,0.309,2458.0,0.97082
OTUB1,0.065126,0.022,0.309,2459.0,0.97107
RNF145,0.13497,0.065,0.309,2460.0,0.98031
MTSS1L,0.14705,0.076,0.309,2461.0,0.97998
RPS7,0.0,0.0,0.309,2462.0,0.95439
NAMPT,0.11967,0.054,0.309,2463.0,0.97914
HIF1A,0.16461,0.093,0.309,2464.0,0.9777
XAB2,0.17716,0.106,0.309,2465.0,0.97281
PTPRK,0.20613,0.14,0.309,2466.0,0.90291
HNRNPH2,0.0,0.0,0.309,2467.0,0.95448
PCDHGC4,0.135,0.065,0.309,2468.0,0.98025
ATP5B,0.098191,0.039,0.309,2469.0,0.97679
TBL1X,0.11947,0.053,0.309,2470.0,0.97946
ZBTB17,0.15656,0.085,0.309,2471.0,0.97933
GLI2,0.17709,0.106,0.309,2472.0,0.97303
DCAF12L1,0.0,0.0,0.309,2473.0,0.95405
OSBPL9,0.17136,0.1,0.309,2474.0,0.97558
CDC40,0.14737,0.076,0.31,2475.0,0.97944
MAGEE1,0.065368,0.022,0.31,2476.0,0.97046
NODAL,0.065441,0.022,0.31,2477.0,0.97028
ABHD8,0.065445,0.022,0.31,2478.0,0.97027
EIF2S1,0.065428,0.022,0.31,2479.0,0.97031
EIF3F,0.065378,0.022,0.31,2480.0,0.97044
NLGN3,0.098402,0.039,0.31,2481.0,0.97641
PLK1,0.12005,0.054,0.31,2482.0,0.97851
SLC12A2,0.18752,0.117,0.31,2483.0,0.96153
NXF1,0.16526,0.093,0.31,2484.0,0.9763
XK,0.0,0.0,0.31,2485.0,0.95373
FAM49B,0.098564,0.039,0.31,2486.0,0.97612
SLC9A3,0.15703,0.085,0.31,2487.0,0.97845
TOB1,0.0,0.0,0.31,2488.0,0.95365
ADAMTS2,0.18315,0.112,0.311,2489.0,0.9661
EPS8,0.17235,0.1,0.311,2490.0,0.97308
TCOF1,0.19177,0.122,0.311,2491.0,0.9541
LAMA5,0.24162,0.189,0.311,2492.0,0.0064742
MDGA1,0.16551,0.093,0.311,2493.0,0.97574
NNT,0.17249,0.1,0.311,2494.0,0.97271
FOXC1,0.0,0.0,0.311,2495.0,0.95337
CAPRIN1,0.17258,0.1,0.311,2496.0,0.97247
KIAA0355,0.17242,0.1,0.311,2497.0,0.97288
FBXL16,0.065624,0.022,0.311,2498.0,0.96981
FAM155A,0.098712,0.039,0.311,2499.0,0.97586
WASF2,0.098816,0.039,0.311,2500.0,0.97567
ZCCHC14,0.14789,0.076,0.311,2501.0,0.97852
ZXDB,0.0,0.0,0.312,2502.0,0.95266
LRRTM3,0.099078,0.04,0.312,2503.0,0.97519
SCRIB,0.19952,0.131,0.312,2504.0,0.92926
SRGAP2,0.15787,0.085,0.312,2505.0,0.97679
ANKFY1,0.18867,0.118,0.312,2506.0,0.95629
NUCKS1,0.0658,0.022,0.312,2507.0,0.96937
RUNX1T1,0.13654,0.066,0.312,2508.0,0.97768
MAGEL2,0.09915,0.04,0.312,2509.0,0.97506
LRRC8D,0.12065,0.054,0.312,2510.0,0.97752
COL27A1,0.22159,0.159,0.312,2511.0,0.5864
PLCB3,0.19629,0.127,0.312,2512.0,0.93999
FZD4,0.065701,0.022,0.312,2513.0,0.96962
EGR3,0.0,0.0,0.312,2514.0,0.95288
SCD,0.065679,0.022,0.312,2515.0,0.96968
CXorf56,0.0,0.0,0.313,2516.0,0.95204
SCUBE1,0.18452,0.113,0.313,2517.0,0.96076
HLF,0.0,0.0,0.313,2518.0,0.95215
TBCEL,0.099332,0.04,0.313,2519.0,0.97472
